,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36
GH43_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340277,0,0,0.000218566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085841,0,0,0,0,0,0,0
GH43_28,0.002933756,0.00073673,0,0.00092995,0.000829834,0.000430667,0.001282635,0.003175267,0.000877439,0,0.004261412,0,0.000325937,0.002563164,0,0,0.000621929,0,0.003098853,0.000775302,0,0.000506735,0.001746786,0,0.001048188,0,0.001099384,0.003402773,0.001920112,0.001840385,0.001748531,0.001256795,0.000438347,0.000299883,0.000722165,0.001299685,0.002837926,0.003448181,0.003608849,0.000667686,0.001287123,0,0.001630598,0.001094092,0.001365958,0.001001713,0.001022573,0.003129048,0.000290625,0.001960579,0.001806005,0.003676552,0.001447861,0.001952286,0.002305449,0,0.002734314,0.001692563,0.001136997,0,0,0.002000445,0,0.000347203,0.001716819,0,0.002743635,0.001416411,0.003357147,0,0.000837847,0.000538148
GH43_29,0.007420676,0.009209121,0.005012531,0.01022945,0.005808839,0.009474672,0.006413175,0.012436462,0.005264636,0.01043008,0.011079671,0.00251107,0.004237178,0.008421824,0.003525546,0.009777262,0.00787777,0.001987005,0.007230658,0.002325906,0.007239339,0.008867854,0.006113751,0.007510327,0.016508958,0.005283597,0.005496922,0.008847209,0.017281011,0.01349616,0.007649822,0.005027178,0.007890238,0.004798134,0.00433299,0.006823344,0.002837926,0.003448181,0.009623597,0.001335372,0.008580818,0.000442208,0.005217913,0.012035011,0.006829792,0.004006852,0.004090293,0.003754858,0.0058125,0.003921159,0.009933027,0.008823724,0.007239305,0.009273359,0.002305449,0.002219115,0.00410147,0.005641876,0.001705495,0.001507148,0.012092148,0.005501224,0.008494836,0.003124826,0.006008867,0.006246642,0.006859087,0.004957437,0.007385723,0.004777795,0.004189236,0.003497962
GH43_3,0.023124899,0.013629499,0.016708438,0.0111594,0.008298342,0.009044006,0.003847905,0.015347123,0.005264636,0.00922661,0.012784236,0.019251534,0.010755912,0.008055657,0.006345983,0.007944025,0.013267823,0.008941522,0.015494267,0.003101208,0.018701625,0.008107752,0.024455003,0.017524096,0.007599362,0.002641799,0.009674582,0.012249981,0.013440786,0.017176931,0.012239715,0.011311151,0.007890238,0.008396734,0.00577732,0.007473186,0.013716643,0.008275634,0.009623597,0.00667686,0.012013146,0.000442208,0.006196272,0.013129103,0.006374473,0.009015416,0.0076693,0.009700049,0.010171876,0.004574685,0.021070058,0.008823724,0.009845455,0.005856858,0.008069071,0.002219115,0.003417892,0.000564188,0.004547987,0.001507148,0.009142844,0.00400089,0.012135481,0.003819232,0.009871711,0.001249328,0.015089991,0.003541026,0.004028576,0.007543887,0.00921632,0.004574258
GH43_30,0.005867512,0.001841824,0.005012531,0.000309983,0.001659668,0.001722668,0.000641318,0.00238145,0.001754879,0.001203471,0,0.00251107,0.002933431,0.000366166,0.000705109,0.000611079,0.00020731,0,0.001032951,0,0.006032782,0.000760102,0.004366965,0.000834481,0.000262047,0,0.002198769,0.002041664,0.001645811,0.003476284,0.001967097,0,0.001753386,0.000599767,0.000361083,0.006173501,0.003310914,0,0.00120295,0.002003058,0.00471945,0,0,0.002188184,0.000455319,0,0.002045147,0.002503239,0.002034375,0.001960579,0.004214012,0,0.002027006,0.000976143,0.001152724,0,0,0,0,0.000753574,0,0.000750167,0,0.000694406,0.002146024,0,0.001371817,0.000708205,0.001342859,0.001005852,0.002932465,0.000269074
GH43_31,0.000172574,0.000368365,0,0,0,0,0,0,0,0,0,0,0,0,0.000705109,0,0,0,0,0,0,0,0.000873393,0,0,0,0,0,0,0,0,0,0.000438347,0,0,0,0.000945975,0,0,0.000667686,0,0,0,0,0,0,0,0.000312905,0,0,0,0.00073531,0,0,0,0,0,0,0,0,0,0,0,0,0.00085841,0,0,0,0,0,0,0
GH43_32,0.000690295,0,0,0.000309983,0.000829834,0,0.000641318,0.000529211,0.000877439,0.000802314,0.000852282,0.000837023,0.000325937,0,0.002115328,0.001222158,0.001451168,0.000993502,0,0,0,0,0,0,0,0,0,0.001701386,0.000274302,0.001431411,0,0,0,0,0.000361083,0.001949527,0.000945975,0.000689636,0,0.002670744,0,0,0.000978359,0.003282276,0.000910639,0.001502569,0.00153386,0.002503239,0.00058125,0,0.000301001,0,0.002027006,0,0,0,0,0,0.000568498,0,0.00029493,0.001250278,0,0.000694406,0.001287614,0.002498657,0.001371817,0,0.000671429,0,0,0.00134537
GH43_33,0,0,0,0,0,0,0,0.000529211,0,0,0,0.000837023,0,0,0,0,0,0,0.001032951,0,0,0,0,0,0,0,0,0.001020832,0.000822905,0.000408975,0.000218566,0,0,0,0,0,0.000472988,0.000689636,0,0,0,0,0,0,0,0,0,0.000312905,0,0,0.000301001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418924,0
GH43_34,0.00224346,0.002946919,0,0.002169883,0.000829834,0.000861334,0.000641318,0.002116845,0,0.001203471,0.002556847,0.001674046,0.000325937,0.000732332,0.002115328,0.001222158,0.002073097,0,0.001032951,0,0.003016391,0.001266836,0.001746786,0.001668961,0.005240939,0,0.001759015,0.003402773,0.002468716,0.00449872,0.001311398,0.001256795,0.002191733,0.00089965,0.000361083,0.000974763,0.002364938,0.001379272,0,0.001335372,0.000429041,0.000884416,0.001956717,0.001094092,0.001365958,0,0,0.004693572,0.001453125,0.000653526,0.002408007,0.004411862,0.003764439,0.001464215,0,0,0,0,0.000568498,0,0.002064513,0.002750612,0,0,0.002575229,0,0.002743635,0.000708205,0.003357147,0.001005852,0,0.000538148
GH43_35,0.00224346,0.001473459,0.003341688,0.000619967,0,0.001292001,0.001282635,0.00238145,0,0.000802314,0.000852282,0.000837023,0.002933431,0.001464665,0.001410218,0.001222158,0.002695027,0.00397401,0.002065902,0.002325906,0.001206556,0.003040407,0.002620179,0.002503442,0.002882516,0.005283597,0.002638522,0.002381941,0.003565923,0.003067309,0.001967097,0.001885192,0.00131504,0.001199533,0.000722165,0.001299685,0.001418963,0.002068908,0,0.004006116,0.000858082,0.000442208,0.001304478,0.001094092,0.001821278,0.001502569,0.002556433,0.004067763,0.000871875,0.000653526,0.002408007,0.00073531,0.000579144,0.000488072,0.001152724,0,0.000683578,0.001128375,0.001136997,0.001507148,0.003244235,0.001250278,0.001213548,0.001736015,0.002575229,0,0.004115452,0.000708205,0,0.001005852,0.000418924,0.002152592
GH43_36,0,0,0,0,0,0,0,0,0,0,0,0,0.000325937,0,0,0,0.00020731,0,0.001032951,0,0,0.000253367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020731,0,0,0,0,0,0,0,0,0,0.000219877,0,0,0,0.000874265,0,0,0.000299883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000837847,0
GH43_4,0.000517722,0.00073673,0,0,0,0.000861334,0,0.000264606,0,0,0.000426141,0.000837023,0,0,0.001410218,0,0.001243858,0.000496751,0,0,0,0,0,0,0,0,0.000439754,0.001361109,0.000548604,0.000204487,0.000437133,0,0.000438347,0,0,0,0.002837926,0,0,0.001335372,0.000429041,0.000442208,0.000978359,0,0.001365958,0,0.000511287,0.000312905,0.000871875,0,0,0.001470621,0.002316578,0,0,0.001109558,0,0,0,0.002260721,0.000589861,0.000250056,0,0.001736015,0.001716819,0,0,0.000708205,0,0.000251463,0,0.000269074
GH43_5,0.000517722,0.002210189,0,0.0018599,0.001659668,0,0,0.002116845,0.000877439,0.000401157,0.000852282,0,0.001303747,0.000732332,0.000705109,0,0.003316956,0.000993502,0.001032951,0,0,0.002280305,0.000873393,0.004172404,0.001048188,0,0.001319261,0.000680555,0.002194414,0.000408975,0.003497061,0,0.00131504,0.00089965,0.001083248,0,0,0,0.00120295,0.001335372,0.000429041,0.000884416,0.000652239,0,0.001821278,0.000500856,0,0.00062581,0.00174375,0,0.002107006,0.00073531,0.000579144,0,0,0.001109558,0,0,0,0,0.000884791,0,0,0.000347203,0.00085841,0,0,0,0,0.000251463,0.000418924,0
GH43_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000829239,0,0.001032951,0,0,0,0,0,0.000524094,0,0.000219877,0.000340277,0,0.000817949,0,0,0,0,0,0.000324921,0,0.000689636,0,0,0,0,0.000652239,0,0,0,0,0.000938714,0.000290625,0.000653526,0,0,0.000289572,0,0,0,0.001367157,0.000564188,0,0,0,0,0,0,0,0,0,0,0,0.000754389,0,0
GH43_8,0.000690295,0,0.003341688,0,0,0,0,0.001323028,0.000877439,0.001203471,0,0.000837023,0.000651873,0,0.000705109,0.001222158,0,0,0,0,0.001809835,0,0,0,0,0,0.000219877,0.000680555,0,0.000817949,0,0,0.000438347,0,0,0,0.000472988,0,0,0.000667686,0.000429041,0,0.00032612,0,0,0,0.001022573,0.000312905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250056,0,0,0.001716819,0,0,0,0,0.000502926,0,0
GH43_9,0,0.000368365,0,0.000309983,0.000829834,0.002584002,0,0,0.000877439,0.000802314,0.001278424,0.000837023,0.00097781,0.000732332,0,0,0.002073097,0,0.001032951,0,0.000603278,0.000506735,0.004366965,0,0.000524094,0.002641799,0.002858399,0.005444436,0.001645811,0.003271796,0.001092832,0,0.000438347,0.000299883,0,0.000649842,0.000472988,0.000689636,0,0.000667686,0.000429041,0,0.00032612,0,0.000455319,0.000500856,0.00153386,0.00062581,0.000871875,0,0.000301001,0.00073531,0.000289572,0,0,0,0,0,0.000568498,0.000753574,0.000589861,0.000750167,0,0.000694406,0.001716819,0,0,0.001416411,0.000671429,0,0.000418924,0.000538148
GH44,0.000517722,0.000368365,0,0.002169883,0,0.000861334,0.001923953,0.001323028,0,0.001203471,0.001278424,0.00251107,0.003259367,0.001464665,0.005640874,0.001222158,0.003524266,0.001490254,0.001032951,0.000775302,0.003016391,0.003293774,0.000873393,0.005006884,0.005765033,0,0.001099384,0.001701386,0.003840225,0.002044873,0.001967097,0.006283973,0.003068426,0.001499417,0.004694073,0.003574132,0.000472988,0.002068908,0.003608849,0.00333843,0,0.000884416,0.001956717,0.001094092,0.002731917,0.000500856,0.002045147,0.003129048,0.003196875,0,0.001806005,0.004411862,0.00260615,0.000976143,0.001152724,0,0.000683578,0.003949313,0.005116485,0.000753574,0.005013817,0.001750389,0.007281288,0.001736015,0.001287614,0.001249328,0.004115452,0.001416411,0.002014288,0.00176024,0.002932465,0.003497962
GH45,0,0,0,0.000309983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001032951,0,0,0,0,0,0.000262047,0,0,0,0,0,0.000218566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH46,0.001380591,0,0,0,0,0.000861334,0.000641318,0.000793817,0.001754879,0.001203471,0.000426141,0.001674046,0.00097781,0.001098499,0.001410218,0.001833237,0.000414619,0.000496751,0,0,0.000603278,0.000760102,0.000873393,0.000834481,0.000786141,0,0.002198769,0.002041664,0.001645811,0.000817949,0.000655699,0.001256795,0,0.000299883,0.000722165,0.000649842,0.000472988,0,0,0,0.000429041,0,0.00032612,0,0,0.000500856,0,0.000938714,0,0.001307053,0.000301001,0.00073531,0,0,0,0,0.000683578,0.001692563,0.001136997,0,0.000589861,0,0.001213548,0,0.001716819,0,0.001371817,0,0,0.000754389,0,0.001076296
GH47,0.016394518,0.017313147,0.010025063,0.011779366,0.009128176,0.013781342,0.01026108,0.006615139,0.013161589,0.00521504,0.01065353,0.010044279,0.001629684,0.006224826,0.006345983,0.004277552,0.00767046,0.001987005,0.015494267,0.006202416,0.006032782,0.010894792,0.013974287,0.008344807,0.006551174,0.002641799,0.006376429,0.01122915,0.003565923,0.006543593,0.011146883,0.013196343,0.009205278,0.007796967,0.010110311,0.012347003,0.007567803,0.005517089,0.010826547,0.017359836,0.008580818,0.017688314,0.01532762,0.009846827,0.022765975,0.018531689,0.014316026,0.005945192,0.00523125,0.003921159,0.019565054,0.007353103,0.009266311,0.010249502,0.009221796,0.012205135,0.006152206,0.018618192,0.025013928,0.012057181,0.009142844,0.015253394,0.012135481,0.012846509,0.005579663,0.026235898,0.006859087,0.008498463,0.01007144,0.006286572,0.00921632,0.011032033
GH48,0,0,0,0,0,0,0,0,0,0,0,0,0.000325937,0,0.000705109,0,0,0.000496751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032612,0,0.000455319,0,0,0,0.000290625,0,0,0,0,0,0,0,0,0,0,0,0.00029493,0,0,0.000347203,0,0,0,0,0,0,0,0
GH49,0,0,0,0,0,0,0,0,0,0.000401157,0,0,0,0.000366166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548604,0.000408975,0,0,0.000438347,0,0,0,0,0.001379272,0,0.000667686,0,0,0,0,0,0,0,0,0.0011625,0,0.000301001,0.00073531,0,0,0,0.001109558,0.000683578,0,0,0,0,0,0,0,0,0,0,0,0.002014288,0,0,0.000269074
GH5,0.015186501,0.009209121,0.020050125,0.014879199,0.016596684,0.025840016,0.019880843,0.017463967,0.014039028,0.020459004,0.017471789,0.019251534,0.016622774,0.009520322,0.023268604,0.022609918,0.018035948,0.012915532,0.020659023,0.00775302,0.019304903,0.016215504,0.013100894,0.027537865,0.019391475,0.03698518,0.022207564,0.023138854,0.03264191,0.022084625,0.013988246,0.014453137,0.013588743,0.011095684,0.016609796,0.015921135,0.020811458,0.00896527,0.012029496,0.022033638,0.020164923,0.013266236,0.025763446,0.024070022,0.012293626,0.021536828,0.017895033,0.014393622,0.013659376,0.006535264,0.013545037,0.013970896,0.020270055,0.008785288,0.013832694,0.017752924,0.007519362,0.014668878,0.015917954,0.015071476,0.01976034,0.020754618,0.026698057,0.020484973,0.021460241,0.014991942,0.021949078,0.01203949,0.010742869,0.013578996,0.012986632,0.014260921
GH5_1,0,0,0,0.000309983,0,0,0.000641318,0.001587633,0,0.000401157,0.000852282,0,0.00097781,0.000366166,0.002115328,0,0.000829239,0.001987005,0,0,0,0.000506735,0,0,0.001310235,0,0,0.000340277,0,0.001226924,0.000218566,0,0.000438347,0,0.000722165,0.000324921,0.000945975,0.000689636,0,0.000667686,0.000858082,0.000884416,0,0,0,0.000500856,0,0.000938714,0.000871875,0.000653526,0,0.001470621,0,0,0,0.001109558,0,0,0,0.000753574,0.002064513,0,0,0.000694406,0.00085841,0.002498657,0,0,0,0.001508777,0.000837847,0.000269074
GH5_10,0,0,0,0,0,0,0,0,0,0,0.000426141,0,0,0,0.000705109,0,0.000414619,0,0,0,0,0,0,0,0,0,0.000219877,0,0,0,0,0,0,0,0,0.000324921,0,0,0,0,0,0,0.00032612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029493,0.000250056,0,0,0,0,0,0,0,0.000502926,0,0.000269074
GH5_11,0.005867512,0.006630567,0.018379282,0.004959733,0.013277347,0.014212009,0.008978445,0.006879745,0.004387196,0.00521504,0.005539836,0.011718325,0.010755912,0.008421824,0.006345983,0.006110789,0.009121629,0.008444771,0.010329511,0.01162953,0.012668842,0.005827447,0.012227501,0.020862019,0.009695737,0.023776187,0.007255937,0.005784713,0.006857544,0.007157054,0.006775556,0.007540767,0.008328585,0.009596267,0.007582733,0.007473186,0.007567803,0.002758545,0.007217698,0.014689092,0.009867941,0.010170781,0.009457467,0.010940919,0.009561709,0.009516273,0.010225733,0.009700049,0.012496876,0.006535264,0.006923019,0.008088414,0.006949733,0.007321073,0.008069071,0.01442425,0.009570098,0.009027002,0.013643961,0.010550034,0.008847913,0.009252059,0.015776125,0.00833287,0.007296482,0.017490599,0.017833626,0.01203949,0.006714293,0.012321681,0.00460816,0.008610367
GH5_12,0,0,0,0,0,0,0,0,0,0,0,0,0.000325937,0,0,0,0,0,0,0,0,0.000506735,0,0,0,0,0.000659631,0,0,0,0,0,0,0,0,0,0.000472988,0.001379272,0,0,0,0,0,0,0.000455319,0,0,0.001251619,0.000871875,0.000653526,0.000301001,0,0,0,0.001152724,0,0.001367157,0,0,0,0,0,0,0.000347203,0,0,0,0,0.000671429,0.000502926,0.000837847,0.000269074
GH5_13,0.003796625,0.007367297,0.006683375,0.00464975,0.004149171,0.000861334,0.001282635,0.004498295,0,0.002005785,0.00340913,0.00251107,0.003259367,0.003295496,0.001410218,0.001833237,0.005597363,0.000993502,0.001032951,0,0.001206556,0.003040407,0.001746786,0.005841365,0.00340661,0,0.000439754,0.003062495,0.002194414,0.00449872,0.001967097,0.000628397,0.002630079,0.002998833,0.001083248,0.000974763,0.001891951,0.001379272,0.002405899,0.004673802,0.003003286,0.001326624,0.000652239,0,0.001365958,0.000500856,0.002045147,0.001877429,0.00406875,0.001307053,0.00361201,0.003676552,0.0052123,0.002440358,0.001152724,0.002219115,0.002734314,0.000564188,0.001705495,0.001507148,0.004423957,0.002000445,0.001213548,0.001736015,0.002575229,0.001249328,0.002743635,0.000708205,0.000671429,0.002766092,0.001256771,0.000538148
GH5_17,0,0,0,0,0,0,0,0,0,0.000802314,0.000426141,0,0,0,0,0,0,0,0,0,0.001206556,0.000253367,0,0,0,0,0,0.000680555,0.000274302,0.000204487,0.000218566,0.000628397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290625,0,0.000301001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000708205,0,0,0.000418924,0.000269074
GH5_18,0.000345148,0.001841824,0,0.001239933,0.001659668,0.001722668,0,0.000793817,0.000877439,0.000802314,0.000852282,0.00251107,0.00097781,0,0.003525546,0.002444315,0.002280407,0.000496751,0.002065902,0.000775302,0.001206556,0.000760102,0.000873393,0.003337923,0.001572282,0.002641799,0.000659631,0.002041664,0.000822905,0.000613462,0.000874265,0.001256795,0.002191733,0.001499417,0.002166495,0.001624606,0.003310914,0,0,0.000667686,0.000858082,0.000884416,0.000652239,0,0.001365958,0.000500856,0,0.00062581,0.000871875,0.001307053,0.001204003,0.002205931,0.000868717,0.000976143,0,0.003328673,0.001367157,0.002820938,0,0.001507148,0.002064513,0.002250501,0,0.002777623,0.001287614,0.004997314,0.001371817,0.001416411,0.000671429,0.001508777,0.000837847,0.00134537
GH5_19,0.000172574,0.000368365,0,0.000619967,0,0.000861334,0,0,0,0.000401157,0.000426141,0,0.00195562,0.002563164,0.000705109,0,0.001451168,0.001987005,0,0.001550604,0.001206556,0.002026938,0,0,0,0,0.000219877,0,0,0,0.000655699,0,0,0.00089965,0.000361083,0.000974763,0.000472988,0.000689636,0,0,0.002145205,0,0,0,0,0,0,0.00062581,0.002034375,0,0.000301001,0,0.000579144,0.000488072,0.002305449,0,0.000683578,0,0,0,0.000589861,0.000250056,0,0,0.001716819,0,0,0,0,0.000754389,0.001256771,0.000538148
GH5_2,0.000172574,0.000368365,0,0.000309983,0,0.000861334,0,0.000264606,0,0,0.00340913,0,0.000325937,0,0.000705109,0,0.00020731,0,0,0,0,0.000253367,0,0,0.000262047,0,0.000439754,0.001020832,0.001371509,0.000204487,0,0.000628397,0.00131504,0,0,0,0,0,0.002405899,0.000667686,0,0,0.000652239,0,0.000455319,0.001001713,0.001022573,0.00062581,0.000290625,0,0.000903002,0,0.001447861,0.000488072,0,0,0,0.000564188,0,0,0,0.000250056,0.001213548,0,0.00085841,0,0,0.002124616,0,0,0,0
GH5_22,0,0.000368365,0,0.001549917,0.003319337,0,0,0,0,0,0,0,0.002281557,0.001098499,0.000705109,0.000611079,0.001865788,0.004967512,0,0,0,0.000253367,0.000873393,0,0.000524094,0,0,0,0.000274302,0.000204487,0.000218566,0,0,0,0.00144433,0,0,0.001379272,0,0,0,0,0.00032612,0,0,0,0.000511287,0.00062581,0.001453125,0,0.000602002,0,0.000579144,0,0,0,0,0.000564188,0,0,0,0.000250056,0.001213548,0,0,0,0.002743635,0,0,0.000251463,0.000418924,0.000269074
GH5_24,0.000172574,0,0,0,0,0,0,0,0,0,0,0,0.003259367,0.000366166,0.000705109,0,0.000621929,0.004470761,0,0,0,0,0,0,0,0,0,0,0,0,0.000218566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000871875,0,0.000301001,0,0.000289572,0,0,0,0.000683578,0,0,0,0,0,0,0,0,0,0,0,0,0.000251463,0.000418924,0
GH5_25,0.006557807,0.002946919,0.003341688,0.00092995,0.004149171,0.001722668,0,0.001058422,0,0,0,0.000837023,0.00195562,0.001464665,0.000705109,0.000611079,0.002073097,0.000496751,0.005164756,0,0.003619669,0.001266836,0.005240358,0.000834481,0.002096376,0.002641799,0.001978892,0.002722218,0.001645811,0.002044873,0.00240423,0.001885192,0.003945119,0.002099183,0.002166495,0.000649842,0.003310914,0.002068908,0.00120295,0.005341488,0.002145205,0,0.000652239,0.002188184,0.000910639,0,0.000511287,0.004067763,0.002325,0.001960579,0.006622018,0.00073531,0.003474867,0.000488072,0,0,0.002734314,0.001128375,0.000568498,0.000753574,0.001179722,0.001500334,0,0.001736015,0.001287614,0,0,0.000708205,0.002014288,0.003017555,0.00460816,0.000807222
GH5_26,0,0,0,0.000619967,0,0.000430667,0,0.000529211,0,0.000401157,0.000426141,0,0,0,0,0,0.000621929,0,0,0,0,0.000253367,0,0,0.000524094,0,0.000219877,0.000340277,0.000822905,0,0.000218566,0,0,0.000599767,0.000361083,0.000324921,0.000472988,0,0,0,0,0,0.00032612,0,0.001365958,0.000500856,0,0.000938714,0.000290625,0.000653526,0,0,0,0.000488072,0,0,0,0.000564188,0,0.000753574,0,0,0,0.000347203,0.000429205,0,0,0.001416411,0,0,0.000418924,0.000269074
GH5_28,0.000172574,0,0,0,0,0,0,0,0,0,0.000852282,0,0,0,0.001410218,0,0,0,0,0,0,0,0.000873393,0,0.000262047,0,0.000219877,0,0,0,0.000218566,0,0,0,0,0.000974763,0.000472988,0,0,0.000667686,0,0.000884416,0,0,0,0,0.000511287,0,0.000290625,0,0,0,0,0,0,0,0,0,0,0.001507148,0,0.000250056,0,0.000694406,0,0.001249328,0,0,0,0,0,0.000807222
